,dropout,learning.rate,L1.regularization,training.steps,accuracy,execution.time
65,0.01,0.2048,0.1,2500,0.9666666388511658,23.98081135749817
66,0.01,0.2048,1.0,100,0.9333333373069763,5.723008632659912
67,0.01,0.2048,1.0,500,1.0,7.961305618286133
68,0.01,0.2048,1.0,2500,0.9666666388511658,23.245046377182007
69,0.01,0.2048,10.0,100,0.2666666805744171,5.371937036514282
70,0.01,0.2048,10.0,500,0.2666666805744171,8.101534366607666
71,0.01,0.2048,10.0,2500,0.2666666805744171,21.418760061264038
72,0.05,0.0002,0.01,100,0.2666666805744171,5.787662744522095
73,0.05,0.0002,0.01,500,0.2666666805744171,7.8638083934783936
74,0.05,0.0002,0.01,2500,0.4333333373069763,23.312013864517212
75,0.05,0.0002,0.1,100,0.2666666805744171,5.665611982345581
76,0.05,0.0002,0.1,500,0.2666666805744171,8.635426759719849
77,0.05,0.0002,0.1,2500,0.5333333611488342,20.688933849334717
78,0.05,0.0002,1.0,100,0.0,5.6826441287994385
79,0.05,0.0002,1.0,500,0.46666666865348816,8.46607255935669
80,0.05,0.0002,1.0,2500,0.5333333611488342,20.31793737411499
81,0.05,0.0002,10.0,100,0.06666667014360428,5.6265411376953125
82,0.05,0.0002,10.0,500,0.2666666805744171,8.415713787078857
83,0.05,0.0002,10.0,2500,0.46666666865348816,18.623398065567017
84,0.05,0.0008,0.01,100,0.2666666805744171,5.74770188331604
85,0.05,0.0008,0.01,500,0.2666666805744171,7.317126512527466
86,0.05,0.0008,0.01,2500,0.5333333611488342,19.700438499450684
87,0.05,0.0008,0.1,100,0.3333333432674408,5.48288369178772
88,0.05,0.0008,0.1,500,0.2666666805744171,7.863699436187744
89,0.05,0.0008,0.1,2500,0.46666666865348816,19.098294973373413
90,0.05,0.0008,1.0,100,0.2666666805744171,5.6179358959198
91,0.05,0.0008,1.0,500,0.2666666805744171,8.253639698028564
92,0.05,0.0008,1.0,2500,0.5333333611488342,21.744149923324585
93,0.05,0.0008,10.0,100,0.2666666805744171,5.496196746826172
94,0.05,0.0008,10.0,500,0.8333333134651184,8.364401817321777
95,0.05,0.0008,10.0,2500,0.5333333611488342,21.36181640625
96,0.05,0.0032,0.01,100,0.3333333432674408,5.815375089645386
97,0.05,0.0032,0.01,500,0.8999999761581421,7.7212371826171875
98,0.05,0.0032,0.01,2500,0.9666666388511658,20.45816659927368
99,0.05,0.0032,0.1,100,0.5333333611488342,5.72625470161438
100,0.05,0.0032,0.1,500,0.9666666388511658,7.354771137237549
101,0.05,0.0032,0.1,2500,0.9666666388511658,26.295449256896973
102,0.05,0.0032,1.0,100,0.5333333611488342,5.653109550476074
103,0.05,0.0032,1.0,500,0.5333333611488342,8.273006677627563
104,0.05,0.0032,1.0,2500,0.9666666388511658,20.214105129241943
105,0.05,0.0032,10.0,100,0.46666666865348816,5.824090003967285
106,0.05,0.0032,10.0,500,0.5666666626930237,8.387772560119629
107,0.05,0.0032,10.0,2500,0.5333333611488342,18.11595344543457
108,0.05,0.0128,0.01,100,0.5333333611488342,5.340285062789917
109,0.05,0.0128,0.01,500,0.9666666388511658,7.297678232192993
110,0.05,0.0128,0.01,2500,0.9666666388511658,17.929152011871338
111,0.05,0.0128,0.1,100,0.7333333492279053,5.5734312534332275
112,0.05,0.0128,0.1,500,0.9666666388511658,7.722685813903809
113,0.05,0.0128,0.1,2500,0.9666666388511658,18.849421501159668
114,0.05,0.0128,1.0,100,0.6333333253860474,5.792762279510498
115,0.05,0.0128,1.0,500,0.9666666388511658,7.693021774291992
116,0.05,0.0128,1.0,2500,0.9666666388511658,21.367035150527954
117,0.05,0.0128,10.0,100,0.5333333611488342,5.796733140945435
118,0.05,0.0128,10.0,500,0.2666666805744171,7.2100489139556885
119,0.05,0.0128,10.0,2500,0.5333333611488342,22.214858055114746
120,0.05,0.0512,0.01,100,0.9666666388511658,5.647570610046387
121,0.05,0.0512,0.01,500,0.9666666388511658,8.119416952133179
122,0.05,0.0512,0.01,2500,0.9666666388511658,20.16275906562805
123,0.05,0.0512,0.1,100,0.8999999761581421,5.654374837875366
124,0.05,0.0512,0.1,500,0.9666666388511658,8.648419618606567
125,0.05,0.0512,0.1,2500,0.9666666388511658,21.454546451568604
126,0.05,0.0512,1.0,100,0.7666666507720947,5.794940710067749
127,0.05,0.0512,1.0,500,0.9666666388511658,7.735890626907349
128,0.05,0.0512,1.0,2500,0.9333333373069763,21.018961429595947
129,0.05,0.0512,10.0,100,0.2666666805744171,5.486217260360718
130,0.05,0.0512,10.0,500,0.2666666805744171,7.8090660572052
131,0.05,0.0512,10.0,2500,0.2666666805744171,22.86350154876709
132,0.05,0.2048,0.01,100,0.8999999761581421,5.904130935668945
133,0.05,0.2048,0.01,500,0.9666666388511658,9.3827965259552
134,0.05,0.2048,0.01,2500,0.9666666388511658,22.528016328811646
135,0.05,0.2048,0.1,100,0.8333333134651184,5.472514390945435
136,0.05,0.2048,0.1,500,0.9666666388511658,8.55993366241455
137,0.05,0.2048,0.1,2500,0.9666666388511658,22.419334411621094
138,0.05,0.2048,1.0,100,0.8666666746139526,5.887250661849976
139,0.05,0.2048,1.0,500,0.9666666388511658,9.263254880905151
140,0.05,0.2048,1.0,2500,0.9666666388511658,22.290385246276855
141,0.05,0.2048,10.0,100,0.2666666805744171,5.38104510307312
142,0.05,0.2048,10.0,500,0.2666666805744171,9.388476610183716
143,0.05,0.2048,10.0,2500,0.2666666805744171,24.641234159469604
144,0.1,0.0002,0.01,100,0.46666666865348816,5.528075695037842
145,0.1,0.0002,0.01,500,0.23333333432674408,8.529414415359497
146,0.1,0.0002,0.01,2500,0.0,24.322723627090454
147,0.1,0.0002,0.1,100,0.5666666626930237,5.650001525878906
148,0.1,0.0002,0.1,500,0.5333333611488342,8.607350826263428
149,0.1,0.0002,0.1,2500,0.2666666805744171,20.523019552230835
150,0.1,0.0002,1.0,100,0.2666666805744171,5.5934460163116455
151,0.1,0.0002,1.0,500,0.2666666805744171,8.255913972854614
152,0.1,0.0002,1.0,2500,0.2666666805744171,20.81203579902649
153,0.1,0.0002,10.0,100,0.2666666805744171,5.64348292350769
154,0.1,0.0002,10.0,500,0.5666666626930237,8.060914993286133
155,0.1,0.0002,10.0,2500,0.13333334028720856,22.380057334899902
156,0.1,0.0008,0.01,100,0.46666666865348816,5.681972980499268
157,0.1,0.0008,0.01,500,0.5333333611488342,8.29502010345459
158,0.1,0.0008,0.01,2500,0.6666666865348816,20.802372694015503
159,0.1,0.0008,0.1,100,0.2666666805744171,5.725280284881592
160,0.1,0.0008,0.1,500,0.7333333492279053,8.57327151298523
161,0.1,0.0008,0.1,2500,0.2666666805744171,20.42396831512451
162,0.1,0.0008,1.0,100,0.5,5.578990697860718
163,0.1,0.0008,1.0,500,0.3333333432674408,8.689345836639404
164,0.1,0.0008,1.0,2500,0.7333333492279053,23.71599316596985
165,0.1,0.0008,10.0,100,0.2666666805744171,5.278003931045532
166,0.1,0.0008,10.0,500,0.36666667461395264,7.541145086288452
167,0.1,0.0008,10.0,2500,0.46666666865348816,21.166035175323486
168,0.1,0.0032,0.01,100,0.5333333611488342,5.71583890914917
169,0.1,0.0032,0.01,500,0.5333333611488342,8.920640707015991
170,0.1,0.0032,0.01,2500,0.9333333373069763,22.246683359146118
171,0.1,0.0032,0.1,100,0.5333333611488342,5.885243654251099
172,0.1,0.0032,0.1,500,0.5333333611488342,8.464602947235107
173,0.1,0.0032,0.1,2500,0.9666666388511658,16.951473712921143
174,0.1,0.0032,1.0,100,0.2666666805744171,5.827106475830078
175,0.1,0.0032,1.0,500,0.6333333253860474,7.608187675476074
176,0.1,0.0032,1.0,2500,0.800000011920929,20.415271759033203
177,0.1,0.0032,10.0,100,0.7333333492279053,5.533421039581299
178,0.1,0.0032,10.0,500,0.5333333611488342,8.13002634048462
179,0.1,0.0032,10.0,2500,0.2666666805744171,21.289285898208618
180,0.1,0.0128,0.01,100,0.8999999761581421,5.555528163909912
181,0.1,0.0128,0.01,500,0.9333333373069763,8.391516208648682
182,0.1,0.0128,0.01,2500,0.9333333373069763,22.635740041732788
183,0.1,0.0128,0.1,100,0.800000011920929,5.665611028671265
184,0.1,0.0128,0.1,500,0.9666666388511658,8.4827561378479
185,0.1,0.0128,0.1,2500,0.9666666388511658,24.025996208190918
186,0.1,0.0128,1.0,100,0.5333333611488342,5.651360273361206
187,0.1,0.0128,1.0,500,0.5666666626930237,8.524343490600586
188,0.1,0.0128,1.0,2500,0.9666666388511658,18.949474334716797
189,0.1,0.0128,10.0,100,0.2666666805744171,6.2523887157440186
190,0.1,0.0128,10.0,500,0.2666666805744171,7.801129341125488
191,0.1,0.0128,10.0,2500,0.5333333611488342,21.106629371643066
192,0.1,0.0512,0.01,100,0.9666666388511658,5.744839906692505
193,0.1,0.0512,0.01,500,0.9333333373069763,8.330320596694946
194,0.1,0.0512,0.01,2500,0.9666666388511658,23.58887505531311
195,0.1,0.0512,0.1,100,0.9666666388511658,6.064419984817505
196,0.1,0.0512,0.1,500,0.9666666388511658,8.185512065887451
197,0.1,0.0512,0.1,2500,0.9666666388511658,20.463951110839844
198,0.1,0.0512,1.0,100,0.9333333373069763,5.828365325927734
199,0.1,0.0512,1.0,500,0.9333333373069763,8.751010417938232
200,0.1,0.0512,1.0,2500,0.9666666388511658,24.75787925720215
201,0.1,0.0512,10.0,100,0.2666666805744171,5.835683345794678
202,0.1,0.0512,10.0,500,0.2666666805744171,8.313945770263672
203,0.1,0.0512,10.0,2500,0.2666666805744171,24.427241563796997
204,0.1,0.2048,0.01,100,0.8999999761581421,5.776896238327026
205,0.1,0.2048,0.01,500,0.9666666388511658,9.958447694778442
206,0.1,0.2048,0.01,2500,0.9666666388511658,25.915935516357422
207,0.1,0.2048,0.1,100,0.9666666388511658,5.880951166152954
208,0.1,0.2048,0.1,500,0.9666666388511658,8.37474274635315
209,0.1,0.2048,0.1,2500,0.9666666388511658,20.279132843017578
210,0.1,0.2048,1.0,100,0.5333333611488342,5.793792724609375
211,0.1,0.2048,1.0,500,0.9333333373069763,8.341673612594604
212,0.1,0.2048,1.0,2500,0.9333333373069763,21.549601554870605
213,0.1,0.2048,10.0,100,0.2666666805744171,5.491581439971924
214,0.1,0.2048,10.0,500,0.2666666805744171,7.919845104217529
215,0.1,0.2048,10.0,2500,0.2666666805744171,19.871023893356323
216,0.25,0.0002,0.01,100,0.2666666805744171,5.752769947052002
217,0.25,0.0002,0.01,500,0.2666666805744171,8.46763825416565
218,0.25,0.0002,0.01,2500,0.699999988079071,21.458454370498657
219,0.25,0.0002,0.1,100,0.2666666805744171,5.678550720214844
220,0.25,0.0002,0.1,500,0.7333333492279053,9.126497268676758
221,0.25,0.0002,0.1,2500,0.46666666865348816,24.060007333755493
222,0.25,0.0002,1.0,100,0.2666666805744171,6.396164178848267
223,0.25,0.0002,1.0,500,0.2666666805744171,7.855026721954346
224,0.25,0.0002,1.0,2500,0.5,20.84810781478882
225,0.25,0.0002,10.0,100,0.46666666865348816,5.551306486129761
226,0.25,0.0002,10.0,500,0.46666666865348816,7.837385177612305
227,0.25,0.0002,10.0,2500,0.2666666805744171,20.044602632522583
228,0.25,0.0008,0.01,100,0.2666666805744171,5.708759784698486
229,0.25,0.0008,0.01,500,0.3333333432674408,8.154841423034668
230,0.25,0.0008,0.01,2500,0.7333333492279053,21.99383544921875
231,0.25,0.0008,0.1,100,0.2666666805744171,7.5944297313690186
232,0.25,0.0008,0.1,500,0.2666666805744171,8.08849835395813
233,0.25,0.0008,0.1,2500,0.5333333611488342,21.059694290161133
234,0.25,0.0008,1.0,100,0.4000000059604645,6.061102390289307
235,0.25,0.0008,1.0,500,0.2666666805744171,8.459243059158325
236,0.25,0.0008,1.0,2500,0.9333333373069763,17.477142810821533
237,0.25,0.0008,10.0,100,0.2666666805744171,5.353476285934448
238,0.25,0.0008,10.0,500,0.2666666805744171,7.746541738510132
239,0.25,0.0008,10.0,2500,0.5333333611488342,21.862499237060547
240,0.25,0.0032,0.01,100,0.13333334028720856,5.682734251022339
241,0.25,0.0032,0.01,500,0.5333333611488342,8.206303358078003
242,0.25,0.0032,0.01,2500,0.6333333253860474,19.701682090759277
243,0.25,0.0032,0.1,100,0.5,5.633338689804077
244,0.25,0.0032,0.1,500,0.8333333134651184,8.344878911972046
245,0.25,0.0032,0.1,2500,0.9666666388511658,21.59054660797119
246,0.25,0.0032,1.0,100,0.5333333611488342,5.403775691986084
247,0.25,0.0032,1.0,500,0.5666666626930237,8.231218576431274
248,0.25,0.0032,1.0,2500,0.9666666388511658,22.19839644432068
249,0.25,0.0032,10.0,100,0.6000000238418579,5.648780822753906
250,0.25,0.0032,10.0,500,0.2666666805744171,8.44642686843872
251,0.25,0.0032,10.0,2500,0.5333333611488342,19.449032306671143
252,0.25,0.0128,0.01,100,0.8666666746139526,5.85228157043457
253,0.25,0.0128,0.01,500,0.7666666507720947,8.331904888153076
254,0.25,0.0128,0.01,2500,0.9333333373069763,18.433542251586914
255,0.25,0.0128,0.1,100,0.5666666626930237,5.729516267776489
256,0.25,0.0128,0.1,500,0.8666666746139526,7.607928514480591
257,0.25,0.0128,0.1,2500,0.9666666388511658,17.95341396331787
258,0.25,0.0128,1.0,100,0.5333333611488342,5.700674057006836
259,0.25,0.0128,1.0,500,0.8333333134651184,8.628465414047241
260,0.25,0.0128,1.0,2500,0.9666666388511658,20.2759211063385
261,0.25,0.0128,10.0,100,0.7333333492279053,5.626013278961182
262,0.25,0.0128,10.0,500,0.7333333492279053,8.155762195587158
263,0.25,0.0128,10.0,2500,0.2666666805744171,18.921792030334473
264,0.25,0.0512,0.01,100,0.6666666865348816,5.744206428527832
265,0.25,0.0512,0.01,500,0.9666666388511658,9.015840291976929
266,0.25,0.0512,0.01,2500,0.9666666388511658,22.75488805770874
267,0.25,0.0512,0.1,100,0.8666666746139526,5.540838241577148
268,0.25,0.0512,0.1,500,0.9666666388511658,8.398351907730103
269,0.25,0.0512,0.1,2500,0.9333333373069763,18.375847816467285
270,0.25,0.0512,1.0,100,0.9333333373069763,5.7099995613098145
271,0.25,0.0512,1.0,500,0.9666666388511658,8.252352476119995
272,0.25,0.0512,1.0,2500,0.9666666388511658,19.382113456726074
273,0.25,0.0512,10.0,100,0.2666666805744171,5.31541895866394
274,0.25,0.0512,10.0,500,0.2666666805744171,9.397508144378662
275,0.25,0.0512,10.0,2500,0.2666666805744171,20.8818576335907
276,0.25,0.2048,0.01,100,0.5666666626930237,5.491739273071289
277,0.25,0.2048,0.01,500,0.9666666388511658,7.65768837928772
278,0.25,0.2048,0.01,2500,0.9666666388511658,17.57567286491394
279,0.25,0.2048,0.1,100,0.8999999761581421,5.47522759437561
280,0.25,0.2048,0.1,500,0.9333333373069763,13.049122333526611
281,0.25,0.2048,0.1,2500,0.9333333373069763,24.422048091888428
282,0.25,0.2048,1.0,100,0.5666666626930237,5.854671478271484
283,0.25,0.2048,1.0,500,0.9333333373069763,8.81421947479248
284,0.25,0.2048,1.0,2500,0.8999999761581421,17.940887928009033
285,0.25,0.2048,10.0,100,0.2666666805744171,5.6453697681427
286,0.25,0.2048,10.0,500,0.2666666805744171,8.042393684387207
287,0.25,0.2048,10.0,2500,0.2666666805744171,23.27930521965027
