,dropout,learning.rate,L1.regularization,training.steps,accuracy,execution.time
250,0.25,0.0032,10.0,500,0.46666666865348816,11.476067781448364
251,0.25,0.0032,10.0,2500,0.5333333611488342,24.521201133728027
252,0.25,0.0128,0.01,100,0.8666666746139526,6.922760009765625
253,0.25,0.0128,0.01,500,0.9333333373069763,8.901481628417969
254,0.25,0.0128,0.01,2500,0.9666666388511658,17.303399801254272
255,0.25,0.0128,0.1,100,0.6000000238418579,6.288963794708252
256,0.25,0.0128,0.1,500,0.9333333373069763,9.25555419921875
257,0.25,0.0128,0.1,2500,1.0,17.818989992141724
258,0.25,0.0128,1.0,100,0.800000011920929,7.196718692779541
259,0.25,0.0128,1.0,500,0.7666666507720947,7.985415697097778
260,0.25,0.0128,1.0,2500,0.8666666746139526,17.44152021408081
261,0.25,0.0128,10.0,100,0.5333333611488342,5.901128530502319
262,0.25,0.0128,10.0,500,0.5333333611488342,8.231297969818115
263,0.25,0.0128,10.0,2500,0.2666666805744171,18.103702068328857
264,0.25,0.0512,0.01,100,0.8999999761581421,5.980064392089844
265,0.25,0.0512,0.01,500,0.9666666388511658,7.8464601039886475
266,0.25,0.0512,0.01,2500,0.9666666388511658,16.575220346450806
267,0.25,0.0512,0.1,100,0.9666666388511658,5.8201165199279785
268,0.25,0.0512,0.1,500,0.9666666388511658,7.450588226318359
269,0.25,0.0512,0.1,2500,0.9666666388511658,16.852240085601807
270,0.25,0.0512,1.0,100,0.8666666746139526,5.87310266494751
271,0.25,0.0512,1.0,500,0.9666666388511658,7.690195083618164
272,0.25,0.0512,1.0,2500,0.9666666388511658,20.69859004020691
273,0.25,0.0512,10.0,100,0.2666666805744171,6.187987804412842
274,0.25,0.0512,10.0,500,0.2666666805744171,7.835463762283325
275,0.25,0.0512,10.0,2500,0.2666666805744171,16.20103120803833
276,0.25,0.2048,0.01,100,0.9333333373069763,5.588178396224976
277,0.25,0.2048,0.01,500,0.9666666388511658,7.021896123886108
278,0.25,0.2048,0.01,2500,0.9666666388511658,17.0273334980011
279,0.25,0.2048,0.1,100,0.5666666626930237,6.016053199768066
280,0.25,0.2048,0.1,500,0.9666666388511658,7.497572898864746
281,0.25,0.2048,0.1,2500,0.9333333373069763,17.125436544418335
282,0.25,0.2048,1.0,100,0.9333333373069763,6.44391393661499
283,0.25,0.2048,1.0,500,0.9666666388511658,7.867453336715698
284,0.25,0.2048,1.0,2500,0.9333333373069763,16.987871885299683
285,0.25,0.2048,10.0,100,0.2666666805744171,5.5202131271362305
286,0.25,0.2048,10.0,500,0.2666666805744171,8.218340158462524
287,0.25,0.2048,10.0,2500,0.2666666805744171,16.818557262420654
