,dropout,learning.rate,L1.regularization,training.steps,accuracy,execution.time
123,0.05,0.0512,0.1,100,0.5666666626930237,7.1886560916900635
124,0.05,0.0512,0.1,500,0.9666666388511658,16.06779956817627
125,0.05,0.0512,0.1,2500,0.5333333611488342,5.696135759353638
126,0.05,0.0512,1.0,100,0.5333333611488342,7.437586784362793
127,0.05,0.0512,1.0,500,0.9666666388511658,17.38919973373413
128,0.05,0.0512,1.0,2500,0.2666666805744171,6.408920049667358
129,0.05,0.0512,10.0,100,0.2666666805744171,8.191453695297241
130,0.05,0.0512,10.0,500,0.2666666805744171,16.106133937835693
131,0.05,0.0512,10.0,2500,0.2666666805744171,5.401247262954712
132,0.05,0.2048,0.01,100,0.2666666805744171,7.441584825515747
133,0.05,0.2048,0.01,500,0.2666666805744171,19.150031805038452
134,0.05,0.2048,0.01,2500,0.8999999761581421,6.560738563537598
135,0.05,0.2048,0.1,100,0.9666666388511658,7.337265968322754
136,0.05,0.2048,0.1,500,0.9666666388511658,19.331857204437256
137,0.05,0.2048,0.1,2500,0.6333333253860474,5.819371938705444
138,0.05,0.2048,1.0,100,0.46666666865348816,7.749412298202515
139,0.05,0.2048,1.0,500,0.9333333373069763,17.532987117767334
140,0.05,0.2048,1.0,2500,0.2666666805744171,5.793994188308716
141,0.05,0.2048,10.0,100,0.2666666805744171,7.403497219085693
142,0.05,0.2048,10.0,500,0.2666666805744171,18.243932485580444
143,0.05,0.2048,10.0,2500,0.2666666805744171,5.80415678024292
144,0.1,0.0002,0.01,100,0.2666666805744171,8.405645370483398
145,0.1,0.0002,0.01,500,0.2666666805744171,16.83323073387146
146,0.1,0.0002,0.01,2500,0.2666666805744171,5.966064929962158
147,0.1,0.0002,0.1,100,0.2666666805744171,7.442583084106445
148,0.1,0.0002,0.1,500,0.46666666865348816,17.24687170982361
149,0.1,0.0002,0.1,2500,0.2666666805744171,5.843433141708374
150,0.1,0.0002,1.0,100,0.2666666805744171,8.237552165985107
151,0.1,0.0002,1.0,500,0.46666666865348816,18.90781331062317
152,0.1,0.0002,1.0,2500,0.46666666865348816,6.106670618057251
153,0.1,0.0002,10.0,100,0.2666666805744171,8.913269519805908
154,0.1,0.0002,10.0,500,0.46666666865348816,19.412554264068604
155,0.1,0.0002,10.0,2500,0.46666666865348816,5.870497703552246
156,0.1,0.0008,0.01,100,0.2666666805744171,8.369643449783325
157,0.1,0.0008,0.01,500,0.2666666805744171,22.681995391845703
158,0.1,0.0008,0.01,2500,0.2666666805744171,5.893636465072632
159,0.1,0.0008,0.1,100,0.46666666865348816,8.245046615600586
160,0.1,0.0008,0.1,500,0.46666666865348816,22.62047028541565
161,0.1,0.0008,0.1,2500,0.2666666805744171,5.978271961212158
162,0.1,0.0008,1.0,100,0.2666666805744171,9.1936354637146
163,0.1,0.0008,1.0,500,0.2666666805744171,24.403562307357788
164,0.1,0.0008,1.0,2500,0.46666666865348816,6.144923686981201
165,0.1,0.0008,10.0,100,0.2666666805744171,7.706878662109375
166,0.1,0.0008,10.0,500,0.46666666865348816,24.815043449401855
167,0.1,0.0008,10.0,2500,0.2666666805744171,5.845645189285278
168,0.1,0.0032,0.01,100,0.2666666805744171,9.304975748062134
169,0.1,0.0032,0.01,500,0.2666666805744171,26.055415868759155
170,0.1,0.0032,0.01,2500,0.2666666805744171,5.709813117980957
171,0.1,0.0032,0.1,100,0.2666666805744171,9.094206094741821
172,0.1,0.0032,0.1,500,0.5333333611488342,25.313063383102417
173,0.1,0.0032,0.1,2500,0.2666666805744171,5.548707485198975
174,0.1,0.0032,1.0,100,0.5333333611488342,9.16817855834961
175,0.1,0.0032,1.0,500,0.5333333611488342,24.967414140701294
176,0.1,0.0032,1.0,2500,0.2666666805744171,6.102384328842163
177,0.1,0.0032,10.0,100,0.2666666805744171,9.08742380142212
178,0.1,0.0032,10.0,500,0.2666666805744171,25.05911350250244
179,0.1,0.0032,10.0,2500,0.46666666865348816,5.864484548568726
180,0.1,0.0128,0.01,100,0.2666666805744171,9.381737232208252
181,0.1,0.0128,0.01,500,0.2666666805744171,21.071553707122803
182,0.1,0.0128,0.01,2500,0.5333333611488342,5.978825330734253
183,0.1,0.0128,0.1,100,0.5333333611488342,8.115549802780151
184,0.1,0.0128,0.1,500,0.5333333611488342,20.552161693572998
185,0.1,0.0128,0.1,2500,0.2666666805744171,5.847590446472168
186,0.1,0.0128,1.0,100,0.5333333611488342,8.952573537826538
187,0.1,0.0128,1.0,500,0.8333333134651184,20.309553384780884
188,0.1,0.0128,1.0,2500,0.2666666805744171,5.866798400878906
189,0.1,0.0128,10.0,100,0.2666666805744171,8.293631315231323
190,0.1,0.0128,10.0,500,0.2666666805744171,17.720638036727905
191,0.1,0.0128,10.0,2500,0.46666666865348816,6.072448015213013
192,0.1,0.0512,0.01,100,0.2666666805744171,8.029825687408447
193,0.1,0.0512,0.01,500,0.2666666805744171,19.41820740699768
194,0.1,0.0512,0.01,2500,0.5666666626930237,5.851664781570435
195,0.1,0.0512,0.1,100,0.9666666388511658,8.546861410140991
196,0.1,0.0512,0.1,500,0.9666666388511658,18.224209547042847
197,0.1,0.0512,0.1,2500,0.36666667461395264,6.023487091064453
198,0.1,0.0512,1.0,100,0.7333333492279053,7.4608917236328125
199,0.1,0.0512,1.0,500,0.9666666388511658,20.63251519203186
200,0.1,0.0512,1.0,2500,0.2666666805744171,5.750361919403076
201,0.1,0.0512,10.0,100,0.2666666805744171,8.004599332809448
202,0.1,0.0512,10.0,500,0.2666666805744171,16.96869397163391
203,0.1,0.0512,10.0,2500,0.2666666805744171,5.551779270172119
204,0.1,0.2048,0.01,100,0.2666666805744171,7.549012660980225
205,0.1,0.2048,0.01,500,0.2666666805744171,22.9124915599823
206,0.1,0.2048,0.01,2500,0.9666666388511658,5.8179097175598145
207,0.1,0.2048,0.1,100,0.9666666388511658,8.974491596221924
208,0.1,0.2048,0.1,500,0.9333333373069763,20.013924598693848
209,0.1,0.2048,0.1,2500,0.8666666746139526,5.867648363113403
210,0.1,0.2048,1.0,100,0.2666666805744171,8.916590213775635
211,0.1,0.2048,1.0,500,0.2666666805744171,20.36982774734497
212,0.1,0.2048,1.0,2500,0.2666666805744171,5.736029148101807
213,0.1,0.2048,10.0,100,0.2666666805744171,8.712486028671265
214,0.1,0.2048,10.0,500,0.2666666805744171,19.50538182258606
215,0.1,0.2048,10.0,2500,0.2666666805744171,5.969829320907593
216,0.25,0.0002,0.01,100,0.2666666805744171,9.325788021087646
217,0.25,0.0002,0.01,500,0.2666666805744171,24.479327917099
218,0.25,0.0002,0.01,2500,0.2666666805744171,5.854364633560181
219,0.25,0.0002,0.1,100,0.46666666865348816,8.815451383590698
220,0.25,0.0002,0.1,500,0.46666666865348816,24.785722732543945
221,0.25,0.0002,0.1,2500,0.46666666865348816,5.810060977935791
222,0.25,0.0002,1.0,100,0.46666666865348816,8.951709985733032
223,0.25,0.0002,1.0,500,0.2666666805744171,25.057976484298706
224,0.25,0.0002,1.0,2500,0.46666666865348816,5.827708005905151
225,0.25,0.0002,10.0,100,0.2666666805744171,9.04692554473877
226,0.25,0.0002,10.0,500,0.2666666805744171,20.388202667236328
227,0.25,0.0002,10.0,2500,0.2666666805744171,5.861076593399048
228,0.25,0.0008,0.01,100,0.2666666805744171,8.797184228897095
229,0.25,0.0008,0.01,500,0.46666666865348816,24.83396053314209
230,0.25,0.0008,0.01,2500,0.46666666865348816,5.919620990753174
231,0.25,0.0008,0.1,100,0.2666666805744171,8.894405126571655
232,0.25,0.0008,0.1,500,0.2666666805744171,24.31248378753662
233,0.25,0.0008,0.1,2500,0.2666666805744171,5.955625057220459
234,0.25,0.0008,1.0,100,0.5,8.947948217391968
235,0.25,0.0008,1.0,500,0.2666666805744171,25.234323978424072
236,0.25,0.0008,1.0,2500,0.2666666805744171,6.103998899459839
237,0.25,0.0008,10.0,100,0.2666666805744171,9.508545160293579
238,0.25,0.0008,10.0,500,0.46666666865348816,23.850800037384033
239,0.25,0.0008,10.0,2500,0.2666666805744171,5.899960517883301
240,0.25,0.0032,0.01,100,0.46666666865348816,8.539644479751587
241,0.25,0.0032,0.01,500,0.46666666865348816,19.56878900527954
242,0.25,0.0032,0.01,2500,0.2666666805744171,6.046266078948975
243,0.25,0.0032,0.1,100,0.2666666805744171,8.562536716461182
244,0.25,0.0032,0.1,500,0.5333333611488342,17.82099437713623
245,0.25,0.0032,0.1,2500,0.46666666865348816,6.2256762981414795
246,0.25,0.0032,1.0,100,0.2666666805744171,8.26880669593811
247,0.25,0.0032,1.0,500,0.5333333611488342,19.481696605682373
248,0.25,0.0032,1.0,2500,0.2666666805744171,6.320949077606201
249,0.25,0.0032,10.0,100,0.2666666805744171,9.406760692596436
250,0.25,0.0032,10.0,500,0.2666666805744171,19.214117288589478
251,0.25,0.0032,10.0,2500,0.46666666865348816,7.952418327331543
252,0.25,0.0128,0.01,100,0.2666666805744171,8.575446128845215
253,0.25,0.0128,0.01,500,0.46666666865348816,18.55219793319702
254,0.25,0.0128,0.01,2500,0.5333333611488342,6.044247388839722
255,0.25,0.0128,0.1,100,0.4333333373069763,8.253512382507324
256,0.25,0.0128,0.1,500,0.5333333611488342,18.072440147399902
257,0.25,0.0128,0.1,2500,0.5333333611488342,5.860641956329346
258,0.25,0.0128,1.0,100,0.5333333611488342,8.428775310516357
259,0.25,0.0128,1.0,500,0.5333333611488342,21.245650053024292
260,0.25,0.0128,1.0,2500,0.2666666805744171,7.380248308181763
261,0.25,0.0128,10.0,100,0.2666666805744171,9.263191223144531
262,0.25,0.0128,10.0,500,0.2666666805744171,21.862586975097656
263,0.25,0.0128,10.0,2500,0.46666666865348816,6.648783922195435
264,0.25,0.0512,0.01,100,0.2666666805744171,9.663923263549805
265,0.25,0.0512,0.01,500,0.2666666805744171,20.12246799468994
266,0.25,0.0512,0.01,2500,0.5333333611488342,6.247987508773804
267,0.25,0.0512,0.1,100,0.5333333611488342,7.920492172241211
268,0.25,0.0512,0.1,500,0.9666666388511658,17.1074161529541
269,0.25,0.0512,0.1,2500,0.5333333611488342,6.120013475418091
270,0.25,0.0512,1.0,100,0.5333333611488342,7.553549766540527
271,0.25,0.0512,1.0,500,0.2666666805744171,17.90670394897461
272,0.25,0.0512,1.0,2500,0.2666666805744171,5.73104190826416
273,0.25,0.0512,10.0,100,0.2666666805744171,7.569534540176392
274,0.25,0.0512,10.0,500,0.2666666805744171,17.624279022216797
275,0.25,0.0512,10.0,2500,0.2666666805744171,6.248111963272095
276,0.25,0.2048,0.01,100,0.2666666805744171,7.672117233276367
277,0.25,0.2048,0.01,500,0.2666666805744171,19.033143520355225
278,0.25,0.2048,0.01,2500,0.5333333611488342,6.2289183139801025
279,0.25,0.2048,0.1,100,0.5333333611488342,8.132251739501953
280,0.25,0.2048,0.1,500,0.9666666388511658,17.681879997253418
281,0.25,0.2048,0.1,2500,0.5333333611488342,6.419398546218872
282,0.25,0.2048,1.0,100,0.5333333611488342,8.324585199356079
283,0.25,0.2048,1.0,500,0.2666666805744171,18.652644872665405
284,0.25,0.2048,1.0,2500,0.2666666805744171,6.642182111740112
285,0.25,0.2048,10.0,100,0.2666666805744171,8.103144645690918
286,0.25,0.2048,10.0,500,0.2666666805744171,17.252589225769043
287,0.25,0.2048,10.0,2500,0.2666666805744171,6.399940252304077
